,Calories,Total Fat,Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Sugars,Sugar Alcohol,Protein,Vitamin A,Vitamin C,Calcium,Iron,class
47,123.0,0,0.0,0.0,0.0,0.0,0,5.0,6.6,0.0,0.0,0,0.8,0,0,0,0,'Less Often'
48,153.0,0,0.0,0.0,0.0,0.0,0,6.4,10.6,0.0,0.0,0,1.5,0,0,0,0,'Less Often'
49,2.0,0,0.0,0.0,0.0,0.0,0,24.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'More Often'
50,0.0,0,0.0,0.0,0.0,0.0,0,24.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'More Often'
51,3.0,0,0.0,0.0,0.0,0.0,0,32.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'More Often'
52,1.0,0,0.0,0.0,0.0,0.0,0,24.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'More Often'
53,1.0,0,0.0,0.0,0.0,0.0,0,24.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'More Often'
54,0.0,0,0.0,0.0,0.0,0.0,0,24.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'More Often'
55,1.0,0,0.0,0.0,0.0,0.0,0,24.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'More Often'
56,83.0,0,0.0,0.0,0.0,0.0,0,30.0,22.0,0.0,22.0,0,0.0,0,0,0,0,'Less Often'
57,93.0,0,0.0,0.0,0.0,0.0,0,30.0,24.0,0.0,24.0,0,0.0,0,0,0,0,'Less Often'
58,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
59,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
60,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
61,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
62,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
63,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
64,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
65,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
66,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
67,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
68,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
69,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
70,116.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
71,105.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
72,80.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
73,80.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
74,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
75,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
76,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
77,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
78,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
79,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
80,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
81,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
82,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
83,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
84,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
85,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
86,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
87,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
88,97.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
89,154.0,7,4.5,0.0,0.3,0.0,0,43.0,9.8,0.0,0.0,0,1.3,0,0,0,0,'Less Often'
90,125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
91,125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
92,125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
93,125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
94,125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
95,127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
96,122.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
97,122.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
98,109.0,0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,'In Moderation'
99,95.0,0,0.0,0.0,0.0,0.0,0,5.0,3.0,0.0,1.4,0,0.5,0,0,0,0,'In Moderation'
100,118.0,0,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
101,115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
102,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
103,122.0,0,0.0,0.0,0.0,0.0,0,6.0,3.7,0.0,0.9,0,0.1,0,0,0,0,'In Moderation'
104,129.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
105,123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
106,125.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
107,119.0,0,0.0,0.0,0.0,0.0,0,0.0,2.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
108,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
109,121.0,0,0.0,0.0,0.0,0.0,0,0.0,3.4,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
110,118.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
111,126.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
112,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
113,121.0,0,0.0,0.0,0.0,0.0,0,0.0,4.6,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
114,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
115,129.0,0,0.0,0.0,0.0,0.0,0,0.0,4.2,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
116,118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
117,118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
118,125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.1,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
119,118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
120,118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
121,125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.1,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
122,118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
123,125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.1,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
124,125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.1,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
125,118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
126,125.0,0,0.0,0.0,0.0,0.0,0,0.0,4.1,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
127,118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
128,118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
129,118.0,0,0.0,0.0,0.0,0.0,0,0.0,4.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
130,127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
131,127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
132,115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
133,115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
134,127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
135,127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
136,115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
137,115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
138,127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
139,127.0,0,0.0,0.0,0.0,0.0,0,0.0,5.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
140,115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
141,115.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
142,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.6,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
143,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.6,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
144,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.6,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
145,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.6,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
146,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.6,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
147,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
148,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
149,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
150,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
151,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
152,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
153,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
154,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
155,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
156,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
157,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
158,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
159,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
160,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
161,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
162,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
163,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
164,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
165,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
166,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
167,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
168,122.0,0,0.0,0.0,0.0,0.0,0,0.0,3.8,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
169,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
170,109.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
171,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
172,109.0,0,0.0,0.0,0.0,0.0,0,0.0,3.5,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
173,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
174,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
175,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
176,121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,'In Moderation'
177,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
178,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
179,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
180,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
181,121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,'In Moderation'
182,121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,'In Moderation'
183,121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,'In Moderation'
184,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
185,121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,'In Moderation'
186,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
187,121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,'In Moderation'
188,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
189,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
190,121.0,0,0.0,0.0,0.0,0.0,0,7.0,3.8,0.0,1.4,0,0.1,0,0,0,0,'In Moderation'
191,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
192,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
193,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
194,129.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
195,129.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
196,129.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
197,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
198,129.0,0,0.0,0.0,0.0,0.0,0,0.0,3.9,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
199,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
200,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
201,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
202,123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,'In Moderation'
203,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
204,123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,'In Moderation'
205,123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,'In Moderation'
206,123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,'In Moderation'
207,123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,'In Moderation'
208,123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,'In Moderation'
209,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
210,123.0,0,0.0,0.0,0.0,0.0,0,0.0,7.9,0.0,0.0,0,0.11,0,0,0,0,'In Moderation'
211,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
212,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
213,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
214,119.0,0,0.0,0.0,0.0,0.0,0,0.0,3.82,0.0,0.0,0,0.1,0,0,0,0,'In Moderation'
